Hours,Shape
19,triangle
19,light
20,formation
20,formation
20,other
21,disk
22,triangle
22,light
22,other
23,light
23,fireball
24,oval
02,triangle
05,light
07,fireball
14,circle
15,other
16,disk
19,light
19,flash
20,light
21,light
01,disk
02,other
03,chevron
05,changing
07,triangle
16,changing
16,circle
17,other
17,fireball
17,fireball
18,disk
18,cigar
19,fireball
20,cross
20,other
20,other
20,light
21,triangle
21,triangle
21,triangle
22,light
23,diamond
23,other
00,triangle
00,changing
01,fireball
01,light
02,triangle
02,fireball
05,unknown
06,unknown
08,sphere
10,changing
11,changing
15,egg
16,unknown
16,sphere
17,light
18,triangle
18,oval
18,oval
18,triangle
19,oval
19,triangle
19,other
20,triangle
20,light
20,egg
20,light
20,fireball
22,light
23,unknown
23,unknown
23,flash
23,light
03,light
06,light
08,formation
09,changing
10,light
18,light
18,other
20,light
20,circle
20,flash
20,circle
21,triangle
21,light
21,triangle
21,cross
22,rectangle
00,sphere
01,disk
04,unknown
07,disk
07,oval
08,egg
14,sphere
14,cylinder
17,changing
19,teardrop
19,triangle
19,cigar
19,fireball
19,other
19,triangle
19,disk
19,triangle
19,oval
19,light
20,unknown
20,unknown
21,light
21,other
22,fireball
01,disk
03,rectangle
07,light
08,fireball
10,circle
11,formation
13,formation
14,sphere
15,egg
18,flash
19,unknown
19,cylinder
19,light
20,other
21,flash
21,circle
22,light
23,flash
23,other
23,light
00,triangle
01,cigar
01,sphere
01,oval
15,egg
18,light
18,formation
19,light
19,sphere
20,other
21,triangle
21,triangle
21,fireball
21,circle
21,light
22,circle
22,unknown
22,flash
22,flash
22,fireball
22,changing
22,flash
23,circle
23,light
23,light
23,unknown
23,fireball
00,fireball
00,circle
01,flash
01,other
02,circle
05,circle
06,circle
07,flash
07,triangle
07,light
16,fireball
17,light
18,oval
18,light
19,oval
19,light
19,light
19,triangle
19,light
19,sphere
20,cylinder
20,triangle
20,disk
20,light
20,other
21,circle
21,oval
21,oval
21,light
21,light
21,light
21,circle
22,fireball
22,light
22,sphere
22,light
22,fireball
23,oval
23,light
00,diamond
00,teardrop
10,circle
11,cigar
13,disk
13,disk
15,cylinder
17,cigar
17,fireball
17,light
17,egg
18,fireball
19,light
19,circle
20,light
20,triangle
21,triangle
22,oval
23,circle
23,oval
22,circle
17,light
23,triangle
23,disk
11,disk
21,triangle
06,other
16,egg
17,other
20,triangle
18,disk
19,other
19,sphere
23,circle
23,fireball
08,cigar
12,light
17,light
20,triangle
22,triangle
03,triangle
06,light
16,fireball
18,circle
23,sphere
24,fireball
17,triangle
22,formation
22,circle
00,disk
02,light
05,circle
06,triangle
09,triangle
11,circle
14,other
18,light
18,circle
19,light
19,triangle
19,triangle
20,circle
20,other
20,circle
21,other
22,unknown
23,light
23,other
23,changing
23,triangle
19,triangle
00,triangle
01,fireball
03,unknown
14,triangle
15,changing
17,other
17,unknown
19,triangle
19,triangle
19,fireball
19,chevron
19,cigar
19,other
19,unknown
20,cigar
20,rectangle
21,sphere
21,changing
22,unknown
22,disk
23,light
23,triangle
23,circle
00,triangle
01,teardrop
03,rectangle
05,light
05,light
06,cylinder
18,other
19,light
19,disk
21,triangle
21,other
22,cone
23,light
12,chevron
19,oval
21,light
23,changing
00,chevron
01,unknown
03,light
12,circle
14,triangle
18,light
20,oval
22,light
23,unknown
00,fireball
18,circle
18,unknown
21,light
21,fireball
03,fireball
04,disk
05,triangle
05,cigar
17,circle
18,disk
18,light
19,light
22,sphere
23,other
03,light
17,sphere
18,changing
18,triangle
18,light
19,triangle
24,diamond
00,triangle
00,chevron
00,other
01,light
01,circle
03,triangle
06,fireball
06,diamond
07,circle
07,changing
09,formation
16,fireball
16,light
18,diamond
18,fireball
18,light
18,circle
18,fireball
19,light
19,triangle
19,triangle
19,fireball
19,light
19,triangle
20,circle
20,light
20,fireball
20,circle
20,fireball
21,circle
21,formation
21,light
21,fireball
21,sphere
21,circle
22,disk
23,light
23,fireball
23,light
00,changing
00,circle
01,circle
01,sphere
06,light
06,unknown
16,light
17,oval
17,light
18,cylinder
19,changing
20,circle
21,unknown
21,fireball
21,diamond
22,light
22,triangle
22,unknown
22,light
10,disk
20,other
19,cigar
16,sphere
05,triangle
19,chevron
23,triangle
22,triangle
11,cigar
23,triangle
03,sphere
02,triangle
21,light
23,chevron
18,oval
19,triangle
20,circle
20,light
22,changing
22,unknown
02,light
11,chevron
16,changing
17,disk
18,oval
18,cigar
19,disk
22,sphere
23,sphere
01,light
06,triangle
18,other
18,light
18,light
19,other
20,triangle
21,light
21,circle
21,formation
22,circle
22,light
22,oval
19,triangle
22,oval
22,sphere
05,circle
16,unknown
16,unknown
17,light
19,other
21,flash
22,fireball
00,formation
17,light
18,oval
18,light
18,triangle
20,circle
21,chevron
22,unknown
22,oval
23,light
23,circle
02,light
14,teardrop
00,fireball
03,disk
03,unknown
16,triangle
19,light
19,light
19,formation
21,light
21,rectangle
21,light
23,light
11,disk
14,circle
16,oval
16,changing
17,triangle
18,light
20,sphere
20,triangle
24,light
03,circle
04,circle
05,light
11,unknown
19,formation
19,formation
22,triangle
22,other
22,light
23,light
01,cigar
04,disk
09,triangle
14,sphere
14,circle
18,triangle
18,light
18,light
18,light
19,diamond
20,light
20,changing
22,light
23,light
23,other
01,oval
01,light
17,light
18,light
06,oval
16,other
18,other
18,triangle
19,cylinder
01,light
12,sphere
15,diamond
20,changing
20,triangle
21,fireball
21,fireball
22,triangle
23,diamond
23,circle
04,disk
10,formation
11,formation
15,unknown
17,cylinder
18,fireball
18,sphere
19,light
19,fireball
19,fireball
20,sphere
21,circle
21,other
22,light
23,light
00,triangle
01,unknown
02,diamond
11,oval
11,triangle
17,other
18,chevron
18,light
18,light
19,circle
19,fireball
19,light
19,light
19,light
19,light
19,light
20,sphere
20,fireball
21,chevron
23,circle
22,other
13,cigar
19,triangle
12,sphere
13,triangle
19,formation
18,disk
18,light
21,light
02,oval
02,oval
22,triangle
01,light
05,light
05,unknown
18,circle
19,formation
21,triangle
22,light
10,fireball
18,light
20,chevron
21,circle
21,cigar
01,circle
17,triangle
23,fireball
13,circle
17,light
18,disk
20,fireball
06,chevron
11,circle
15,cylinder
01,circle
06,triangle
16,sphere
17,changing
18,oval
18,disk
19,circle
19,circle
21,triangle
00,changing
02,chevron
07,unknown
13,disk
20,fireball
21,light
18,light
19,light
19,light
20,triangle
20,diamond
21,light
21,formation
22,sphere
22,triangle
24,light
02,light
03,disk
03,other
06,light
07,fireball
10,fireball
12,chevron
13,triangle
13,fireball
16,light
19,fireball
20,triangle
21,rectangle
22,oval
01,light
05,circle
07,cigar
20,light
16,light
17,chevron
18,cross
19,light
20,rectangle
21,triangle
21,disk
00,circle
06,chevron
18,other
18,light
18,light
19,oval
21,triangle
23,other
07,formation
20,fireball
20,flash
22,light
00,triangle
01,light
05,unknown
05,light
08,circle
16,diamond
18,light
18,fireball
18,light
18,fireball
19,triangle
19,circle
19,fireball
20,light
20,circle
20,light
20,fireball
21,triangle
21,sphere
21,oval
21,unknown
02,oval
04,light
07,formation
19,fireball
19,light
20,circle
20,circle
21,unknown
21,light
21,fireball
21,oval
21,oval
21,triangle
21,light
21,light
22,sphere
22,circle
22,disk
24,cross
09,light
10,circle
16,other
16,sphere
16,triangle
18,disk
18,triangle
18,circle
18,changing
18,light
18,fireball
18,other
19,triangle
19,light
19,disk
20,light
21,triangle
22,light
22,light
22,triangle
22,changing
23,circle
23,disk
22,cigar
22,sphere
23,rectangle
22,light
00,unknown
18,cigar
19,triangle
04,light
15,other
22,triangle
00,other
17,sphere
18,triangle
20,fireball
21,flash
21,light
18,light
21,light
01,sphere
03,unknown
05,circle
14,sphere
19,light
20,triangle
16,circle
18,changing
20,light
20,other
20,light
20,rectangle
23,egg
00,light
00,other
02,unknown
05,circle
07,unknown
14,other
16,disk
17,light
18,other
20,changing
20,formation
03,light
05,triangle
09,circle
14,other
19,circle
21,disk
23,light
23,light
00,disk
01,teardrop
06,cone
18,light
18,light
20,triangle
21,oval
21,circle
21,light
22,cigar
01,circle
06,formation
14,circle
18,fireball
19,light
20,oval
07,light
21,oval
22,light
22,light
00,cigar
15,rectangle
16,cigar
18,light
18,light
19,light
19,teardrop
19,disk
22,light
16,sphere
17,formation
17,other
17,other
18,light
18,light
18,unknown
18,light
18,light
19,light
20,flash
21,circle
22,chevron
00,triangle
20,chevron
20,disk
21,triangle
21,other
22,light
04,oval
15,light
18,formation
18,sphere
19,circle
19,changing
19,triangle
20,light
21,fireball
21,light
21,fireball
21,fireball
23,circle
01,unknown
01,unknown
04,light
05,changing
07,formation
16,light
18,circle
18,other
19,light
19,formation
19,light
19,disk
20,light
21,light
21,light
21,circle
01,triangle
17,formation
17,cross
17,formation
17,triangle
19,fireball
19,light
19,fireball
19,triangle
19,diamond
21,fireball
22,formation
22,light
23,cigar
10,flash
03,circle
14,triangle
22,changing
04,disk
06,unknown
21,triangle
17,cigar
03,disk
09,teardrop
10,circle
20,unknown
22,oval
02,other
17,formation
17,formation
21,light
00,light
04,light
21,circle
21,other
05,light
21,light
22,light
22,formation
23,light
23,triangle
06,fireball
09,other
21,triangle
22,light
01,light
03,fireball
05,chevron
06,light
06,teardrop
07,other
16,light
17,light
18,sphere
18,triangle
20,triangle
20,light
21,light
17,circle
19,disk
20,light
05,changing
13,unknown
18,light
19,circle
19,oval
01,oval
02,chevron
03,sphere
07,light
08,oval
12,unknown
12,cylinder
14,circle
15,unknown
21,light
22,changing
22,unknown
22,other
23,light
23,light
04,light
17,flash
19,other
20,unknown
20,fireball
21,disk
00,light
06,rectangle
15,other
17,sphere
20,fireball
22,other
22,light
22,circle
23,light
00,light
15,changing
17,sphere
17,light
17,triangle
18,light
18,light
18,light
18,unknown
19,fireball
20,teardrop
22,triangle
02,triangle
04,cigar
21,unknown
21,diamond
05,circle
09,unknown
11,circle
17,fireball
18,unknown
19,triangle
20,fireball
20,light
20,sphere
20,disk
21,light
23,circle
13,disk
16,cigar
18,formation
18,changing
20,light
21,light
23,other
01,light
01,unknown
06,circle
06,light
07,disk
15,rectangle
17,light
17,light
18,disk
19,light
19,fireball
20,triangle
20,circle
22,light
19,sphere
20,sphere
20,disk
09,fireball
17,oval
01,unknown
21,light
20,circle
19,disk
20,unknown
22,triangle
20,other
20,chevron
19,other
05,fireball
15,fireball
18,triangle
20,sphere
20,fireball
20,light
20,triangle
21,fireball
04,cross
16,changing
19,light
19,disk
20,light
20,fireball
21,changing
21,circle
21,circle
23,triangle
19,disk
20,egg
22,fireball
03,oval
05,triangle
14,disk
19,triangle
23,other
04,triangle
04,changing
08,flash
09,unknown
12,triangle
18,fireball
23,chevron
18,triangle
18,light
19,fireball
20,unknown
21,triangle
22,oval
22,light
01,disk
02,changing
13,fireball
16,circle
17,oval
17,oval
18,triangle
18,light
18,egg
18,light
19,light
19,light
06,unknown
13,light
13,light
19,light
23,light
00,sphere
03,disk
06,triangle
14,disk
16,other
20,triangle
22,fireball
22,light
23,flash
23,changing
06,triangle
07,unknown
18,light
18,light
19,light
22,fireball
23,sphere
00,formation
03,light
05,light
06,flash
07,diamond
08,cigar
10,light
18,light
18,light
19,light
19,light
20,circle
20,light
20,fireball
20,light
00,fireball
05,light
12,diamond
18,triangle
18,chevron
19,flash
22,light
19,teardrop
19,light
23,circle
23,triangle
05,oval
05,light
08,disk
18,triangle
19,oval
20,other
21,triangle
22,formation
22,disk
10,rectangle
16,light
18,sphere
18,circle
19,unknown
19,triangle
20,circle
20,triangle
20,circle
22,unknown
07,light
16,circle
17,diamond
18,changing
18,triangle
19,other
19,triangle
19,triangle
19,other
21,unknown
22,formation
22,other
22,light
00,fireball
19,fireball
16,triangle
17,other
20,fireball
21,circle
00,other
08,cigar
16,sphere
20,fireball
20,fireball
20,sphere
21,unknown
02,circle
09,chevron
18,disk
19,light
19,triangle
21,fireball
21,circle
22,fireball
03,fireball
10,other
13,disk
17,light
18,circle
18,other
22,light
04,triangle
04,changing
05,light
05,disk
06,formation
06,other
06,cylinder
06,fireball
07,other
10,other
18,circle
18,fireball
18,changing
20,fireball
21,flash
21,light
22,cylinder
22,light
23,light
00,light
00,light
01,light
12,triangle
17,disk
21,oval
22,light
23,other
01,disk
03,flash
05,light
10,light
16,light
18,fireball
04,triangle
18,light
19,unknown
22,disk
22,formation
23,disk
00,other
00,unknown
05,light
09,egg
17,sphere
17,light
17,circle
17,fireball
17,circle
17,fireball
17,light
17,sphere
17,fireball
17,light
17,changing
18,unknown
18,circle
18,light
18,fireball
18,changing
18,fireball
18,light
18,other
18,light
18,fireball
18,fireball
18,light
19,light
19,fireball
19,light
19,fireball
20,oval
21,formation
22,light
23,cigar
23,light
00,other
02,circle
02,unknown
09,oval
09,light
11,circle
17,diamond
19,diamond
20,formation
21,light
21,unknown
23,triangle
05,oval
11,sphere
15,other
15,cylinder
17,light
18,light
18,light
18,light
19,disk
22,rectangle
22,flash
22,diamond
23,oval
23,flash
02,oval
02,fireball
05,triangle
06,sphere
18,circle
21,flash
22,triangle
22,triangle
22,triangle
00,rectangle
00,oval
12,circle
18,triangle
19,triangle
22,triangle
22,other
22,oval
23,unknown
03,oval
03,light
05,oval
15,light
17,changing
18,egg
21,disk
21,triangle
06,triangle
09,triangle
16,unknown
17,oval
17,circle
17,fireball
17,other
18,light
18,circle
20,light
20,diamond
20,light
21,light
22,fireball
22,light
22,triangle
22,circle
23,circle
23,fireball
01,sphere
14,circle
15,circle
17,circle
17,sphere
18,circle
18,circle
18,circle
18,light
18,flash
18,light
18,egg
18,light
18,other
18,circle
18,triangle
18,fireball
19,triangle
19,unknown
19,formation
19,light
19,formation
19,light
19,formation
19,circle
19,changing
19,fireball
20,fireball
20,light
20,oval
20,fireball
20,light
20,circle
20,sphere
21,formation
21,cone
21,formation
21,sphere
22,teardrop
22,fireball
23,unknown
23,other
24,other
24,disk
24,triangle
00,unknown
18,light
21,light
20,light
01,fireball
19,fireball
01,fireball
17,light
20,sphere
21,fireball
22,disk
22,circle
03,triangle
01,unknown
18,disk
18,light
00,other
01,triangle
03,unknown
04,oval
05,disk
06,changing
06,fireball
06,cylinder
15,other
18,oval
19,light
21,light
22,light
20,triangle
22,circle
22,light
22,fireball
23,disk
24,other
05,sphere
05,sphere
05,sphere
13,chevron
13,cone
22,light
22,unknown
23,disk
06,light
06,unknown
07,triangle
15,cylinder
18,light
18,unknown
24,unknown
06,disk
16,other
19,triangle
01,formation
03,light
04,disk
12,unknown
18,other
18,light
19,light
20,chevron
24,light
00,light
02,chevron
03,sphere
18,oval
22,chevron
23,light
22,changing
23,chevron
20,light
03,light
06,unknown
16,cigar
18,triangle
18,circle
18,light
19,chevron
00,circle
03,unknown
15,disk
15,light
16,fireball
17,other
18,sphere
18,sphere
20,changing
20,light
20,light
20,light
20,sphere
21,unknown
23,egg
04,other
08,fireball
18,triangle
18,changing
18,light
18,circle
18,fireball
18,formation
18,circle
18,disk
19,light
19,chevron
19,formation
20,triangle
20,sphere
20,sphere
20,sphere
20,fireball
20,light
20,circle
22,chevron
22,cylinder
23,oval
23,triangle
23,chevron
21,light
08,disk
20,triangle
04,unknown
18,other
19,disk
03,light
07,disk
21,unknown
22,light
18,flare
22,cone
01,triangle
05,circle
20,light
21,light
00,disk
01,fireball
05,sphere
06,triangle
07,circle
18,oval
19,unknown
20,fireball
22,circle
09,chevron
16,fireball
18,light
00,light
20,light
22,unknown
02,changing
13,cylinder
17,circle
17,triangle
19,triangle
21,chevron
23,other
00,oval
12,disk
12,disk
15,circle
15,other
16,light
16,light
18,light
18,triangle
19,unknown
19,changing
22,light
23,light
23,light
02,fireball
05,diamond
12,unknown
17,light
18,other
23,fireball
17,sphere
17,circle
19,light
20,light
22,fireball
01,flash
04,triangle
12,fireball
12,light
17,other
17,light
19,chevron
20,light
22,triangle
23,other
23,triangle
02,light
03,other
15,light
15,unknown
17,other
22,unknown
22,light
13,formation
13,oval
17,oval
20,light
03,light
20,sphere
21,triangle
00,triangle
18,triangle
18,rectangle
18,light
24,teardrop
08,light
09,cigar
13,unknown
18,unknown
19,unknown
21,disk
22,other
22,triangle
17,light
18,triangle
18,diamond
20,circle
20,fireball
21,triangle
21,light
21,changing
22,other
23,light
11,chevron
16,fireball
16,sphere
17,disk
17,oval
17,changing
18,sphere
18,rectangle
18,other
18,fireball
18,fireball
19,oval
19,light
20,unknown
20,unknown
20,unknown
20,fireball
20,flash
20,other
20,sphere
20,circle
20,triangle
21,cylinder
21,fireball
21,oval
21,fireball
22,fireball
22,sphere
23,triangle
01,light
23,cross
17,sphere
20,sphere
20,light
22,circle
21,triangle
17,fireball
01,fireball
05,fireball
14,unknown
20,sphere
20,light
21,fireball
21,unknown
21,light
03,light
07,circle
17,circle
21,triangle
22,other
23,light
00,light
03,unknown
13,triangle
15,unknown
15,circle
16,circle
19,triangle
19,triangle
20,unknown
22,fireball
22,oval
01,circle
01,egg
07,oval
08,diamond
08,diamond
12,teardrop
13,sphere
17,other
17,other
18,light
19,fireball
19,light
19,disk
21,other
22,changing
00,other
00,light
14,other
16,unknown
17,cylinder
20,sphere
22,sphere
23,light
00,diamond
00,circle
05,other
11,triangle
15,oval
17,other
18,other
21,triangle
21,unknown
21,light
22,unknown
01,unknown
16,egg
17,triangle
19,light
20,unknown
20,oval
20,unknown
20,light
21,light
21,light
21,diamond
